Ano,Natureza,Via,TRL,Projeto,Instituição,Setor,Segmento,Receita,Coordenador,Unidade,Cidade,Região,Bolsas de Graduação,Bolsas de Mestrado,Bolsas de Doutorado,Bolsas de Pesquisadores,Bolsas de Coordenador,Bolsas de Nível Médio/Aprendiz,Bolsas de Professores,Total de Bolsas,Vigência,Unnamed: 22,Vigente,SEI,ABA_ORIGEM,Unnamed: 1,Unnamed: 2,mood,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,F,IAUPE %,IIT,UNIDADE
2021.0,,,0.0,Sub Projeto Nº 2: AVALIAÇÃO DE SISTEMA NANOESTRUTURADO AMPARO® PARA TRATAMENTO DA COVID19,Of Joseph PB&T Brasil Ltda.,,,40706.39,Patricia Moura,,,,,,,,,,,0.0,2021-11-01,,Não Vigente,0040608325.000169/2022-13,PORCENTAGEM,,,,,,,,,2022-08-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2021.0,,,0.0,Indorama Fibras 4.0 - Fase 1: Analytics e Estimação online de características da fibra,Indorama Ventures Fibras Brasil Ltda.,,,298114.06,Gilberto Dênis de Souza Leite Filho,,,,,,,,,,,0.0,2021-11-23,,Não Vigente,0040610072.000021/2023-12,PORCENTAGEM,,,,,,,,,2023-12-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2021.0,,,0.0,CAMPARI 4.0 - Fase 2: Sistema de Rastreabilidade e Analytics para Processos de Formulação de Bebidas,Campari do Brasil Ltda.,,,230050.0,Gilberto Dênis de Souza Leite Filho,,,,,,,,,,,0.0,2021-12-01,,Não Vigente,0040610072.000004/2023-85,PORCENTAGEM,,,,,,,,,2022-07-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2021.0,,,0.0,Soldagem Autônoma por Inteligência Artificial,DENSO SISTEMAS TÉRMICOS DO BRASIL LTDA,,,300000.0,Rogério Pontes de Araújo,,,,,,,,,,,0.0,2021-12-01,,Não Vigente,0040608325.000068/2022-34,PORCENTAGEM,,,,,,,,,2022-06-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2021.0,,,0.0,RAVe - Reconhecimento de Atributos de Veiculares a partir de Imagens de Câmeras de Trânsito,Pumatronix Equipamentos Eletrônicos Ltda.,,,150000.0,Alexandre Magno Andrade Maciel,,,,,,,,,,,0.0,2021-12-01,,Não Vigente,0040608325.000055/2022-65,PORCENTAGEM,,,,,,,,,2022-04-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2021.0,,,0.0,1ª Etapa: desenvolver sistema de secagem do bagaço de cana-de-açúcar em sistema de cogeração de energia.,Companhia Alcooquimica Nacional,,,254634.15,Rogério Pontes de Araújo,,,,,,,,,,,0.0,2021-12-07,,Não Vigente,0040610072.000003/2022-50,PORCENTAGEM,,,,,,,,,2023-12-07 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2021.0,,,0.0,Desenvolver plataforma de Identificação de Prazos Trabalhistas,Neurolaw Desenvolvimento de Tecnologia Ltda.,,,60000.0,Bruno José Torres Fernandes,,,,,,,,,,,0.0,2021-12-13,,Não Vigente,0040610072.000008/2023-63,PORCENTAGEM,,,,,,,,,2022-03-13 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2021.0,,,0.0,Smart-Stream: coletando e analisando dados de iluminação pública a partir de um stream de dados,Smartgreen Desenvolvimento de Tecnologias S.A,,,118266.74,Jorge Cavalcanti Barbosa Fonsêca,,,,,,,,,,,0.0,2021-12-20,,Não Vigente,0040610072.000026/2023-45,PORCENTAGEM,,,,,,,,,2022-12-20 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2021.0,,,0.0,Ciência de dados,FCA Fiat Chrysler Automóveis Brasil LTDA,,,150000.0,Alexandre Magno Andrade Maciel,,,,,,,,,,,0.0,,,Não Vigente,,PORCENTAGEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022.0,,,0.0,Plataforma Inteligente para Assessoria Jurídica 3.0,Neurolaw Desenvolvimento de Tecnologia Ltda.,,,60000.0,Bruno José Torres Fernandes,,,,,,,,,,,0.0,2022-01-17,,Não Vigente,0040610072.000009/2023-16,PORCENTAGEM,,,,,,,,,2022-04-15 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022.0,,,0.0,Sincronização Inteligente dos Ciclos da Aciaria,GERDAU AÇOS LONGOS,,,512599.3,Cleyton Mário de Oliveira Rodrigues,,,,,,,,,,,0.0,2022-02-10,,Não Vigente,0040610072.000019/2023-43,PORCENTAGEM,,,,,,,,,2022-08-10 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022.0,,,0.0,"Desenvolver um mecanismo antiphishing capaz de identificar e mitigar ataques de phishing direcionados, com seu modelo sustentado por uma árvore de regras baseadas em reputação",TEMPEST SECURITY INTELLIGENCE S.A,,,30000.0,Carlo Marcelo Revoredo da Silva,,,,,,,,,,,0.0,2022-03-01,,Não Vigente,0040610072.000031/2023-58,PORCENTAGEM,,,,,,,,,2022-06-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022.0,,,0.0,Desenvolver plataforma de Identificação de Prazos Trabalhistas 2.0,Neurolaw Desenvolvimento de Tecnologia Ltda.,,,60000.0,Bruno José Torres Fernandes,,,,,,,,,,,0.0,2022-03-14,,Não Vigente,0040610072.000008/2023-63,PORCENTAGEM,,,,,,,,,2022-06-13 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022.0,,,0.0,Desenvolvimento de um Sistema de Jiga de Testes para monitoramento da qualidade dos insumos utilizados na linha de produção,PowerPC Comércio de Equipamentos de Informática Ltda.,,,375148.2,João Fausto Lorenzato de Oliveira,,,,,,,,,,,0.0,2022-04-01,,Não Vigente,0040610072.000030/2023-11,PORCENTAGEM,,,,,,,,,2022-09-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022.0,,,0.0,Plataforma Inteligente para  Assessoria Jurídica 4.0,Neurolaw Desenvolvimento de Tecnologia Ltda.,,,60000.0,Bruno José Torres Fernandes,,,,,,,,,,,0.0,2022-04-18,,Não Vigente,0040608325.000050/2022-32 e 0040610072.000009/2023-16,PORCENTAGEM,,,,,,,,,2022-07-15 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022.0,,,0.0,"Fase 2 - Projeto ""c"": Sistema para suporte à gestão data-driven",Ball Beverage Can South America S.A.,,,763000.0,Gilberto Dênis de Souza Leite Filho,,,,,,,,,,,0.0,2022-04-26,,Não Vigente,0040608325.000043/2022-31,PORCENTAGEM,,,,,,,,,2023-10-26 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022.0,,,0.0,"Fase 2 - Projeto ""d"": Plataforma de gêmeos digitais",Ball Beverage Can South America S.A.,,,425000.0,Alexandre Magno Andrade Maciel,,,,,,,,,,,0.0,2022-04-26,,Não Vigente,0040608325.000043/2022-31,PORCENTAGEM,,,,,,,,,2023-10-26 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022.0,,,0.0,RAVe 2 - Otimização de Redes  Neurais Profundas para Classificação  Veicular,Pumatronix Equipamentos Eletrônicos Ltda.,,,120500.0,Alexandre Magno Andrade Maciel,,,,,,,,,,,0.0,2022-05-01,,Não Vigente,0040608325.000055/2022-65,PORCENTAGEM,,,,,,,,,2022-08-30 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022.0,,,0.0,Utilização de smart contracts em  blockchain na esfera jurídica: aplicabilidade e impactos (1),Neurolaw Desenvolvimento de Tecnologia Ltda.,,,40875.0,Bruno José Torres Fernandes,,,,,,,,,,,0.0,2022-05-02,,Não Vigente,0040608325.000054/2022-11 e 0040608325.000186/2022-42,PORCENTAGEM,,,,,,,,,2022-07-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022.0,,,0.0,"Pesquisar as necessidades da cadeia produtiva do setor da construção, efetivar ações voltadas à inovação e ao desenvolvimento tecnológico das empresas e promover a disseminação do conhecimento.",ADEMI-PE,,,34200.0,Alberto Casado Lordsleem Júnior,,,,,,,,,,,0.0,2022-05-18,,Não Vigente,0040608325.000057/2022-54,PORCENTAGEM,,,,,,,,,2023-05-18 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022.0,,,0.0,PINSA - Plataforma Inteligente em  Névoa para Segurança Automatizada,AVANTIA TECNOLOGIA E ENGENHARIA S.A,,,348000.0,Bruno José Torres Fernandes,,,,,,,,,,,0.0,2022-06-01,,Não Vigente,0040608325.000072/2022-01,PORCENTAGEM,,,,,,,,,2024-11-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022.0,,,0.0,Ministrar o Curso de Pós-graduação Lato Sensu em Virtualização de Redes.,Fundação para Inovações Tecnológicas - FITec,,,100000.0,Paulo Hugo Espírito Santo Lima,,,,,,,,,,,0.0,2022-06-01,,Não Vigente,0040608325.000069/2022-89,PORCENTAGEM,,,,,,,,,2023-06-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022.0,,,0.0,Desenvolvimento tecnológico e inovação das vedações verticais de edificação de múltiplos pavimentos.,GB ICON,,,13015.0,Alberto Casado Lordsleem Júnior,,,,,,,,,,,0.0,2022-06-08,,Não Vigente,0040608325.000082/2022-38,PORCENTAGEM,,,,,,,,,2022-11-08 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022.0,,,0.0,Desenvolver plataforma de Identificação de Prazos Trabalhistas 3.0,Neurolaw Desenvolvimento de Tecnologia Ltda.,,,60000.0,Bruno José Torres Fernandes,,,,,,,,,,,0.0,2022-06-14,,Não Vigente,0040608325.000071/2022-58,PORCENTAGEM,,,,,,,,,2022-09-13 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022.0,,,0.0,Plataforma Inteligente para  Assessoria Jurídica – 5.0,Neurolaw Desenvolvimento de Tecnologia Ltda.,,,75000.0,Bruno José Torres Fernandes,,,,,,,,,,,0.0,2022-07-18,,Não Vigente,0040608325.000099/2022-95 e 0040610072.000009/2023-16,PORCENTAGEM,,,,,,,,,2022-10-15 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022.0,,,0.0,Utilização de smart contracts em blockchain na esfera jurídica: aplicabilidade e impactos de uma rede permissionada no processo de M&A com Due Diligence,Neurolaw Desenvolvimento de Tecnologia Ltda.,,,40875.0,Bruno José Torres Fernandes,,,,,,,,,,,0.0,2022-08-01,,Não Vigente,0040608325.000186/2022-42,PORCENTAGEM,,,,,,,,,2022-10-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022.0,,,0.0,Análise do Nível de Tensão Residual  no Ramo DPS Provocado pela  Utilização de Proteção contra  Sobrecorrentes *,Clamper Indústria e Comércio S.A,,,102875.0,Gustavo Oliveira Cavalcanti,,,,,,,,,,,0.0,2022-08-23,,Não Vigente,0040608325.000098/2022-41,PORCENTAGEM,,,,,,,,,2023-09-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022.0,,,0.0,Desenvolver plataforma de Identificação de Prazos Trabalhistas 4.0,Neurolaw Desenvolvimento de Tecnologia Ltda.,,,50000.0,Bruno José Torres Fernandes,,,,,,,,,,,0.0,2022-09-14,,Não Vigente,0040608325.000071/2022-58,PORCENTAGEM,,,,,,,,,2022-12-13 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022.0,,,0.0,Plataforma Inteligente para  Assessoria Jurídica – 6.0,Neurolaw Desenvolvimento de Tecnologia Ltda.,,,75000.0,Bruno José Torres Fernandes,,,,,,,,,,,0.0,2022-10-17,,Não Vigente,0040608325.000099/2022-95 e 0040610072.000009/2023-16,PORCENTAGEM,,,,,,,,,2023-01-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022.0,,,0.0,Utilização de smart contracts em blockchain na esfera jurídica 3.0,Neurolaw Desenvolvimento de Tecnologia Ltda.,,,40875.0,Bruno José Torres Fernandes,,,,,,,,,,,0.0,2022-11-01,,Não Vigente,0040608325.000186/2022-42,PORCENTAGEM,,,,,,,,,2023-01-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022.0,,,0.0,2ª Etapa: desenvolver sistema de secagem do bagaço de cana-de-açúcar em sistema de cogeração de energia.,Companhia Alcooquimica Nacional,,,1560482.89,Rogério Pontes de Araújo,,,,,,,,,,,0.0,2022-11-21,,Não Vigente,0040610072.000003/2022-50,PORCENTAGEM,,,,,,,,,2024-01-21 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022.0,,,0.0,"NATTO DIGITAL: visibilidade e performance na manufatura com objetivo de desenvolver uma solução capaz de coletar e armazenar os dados de máquinas e de outros sistemas, tornando-os facilmente acessíveis por soluções digitais de visualização e análise",Notaro Alimentos Ltda.,,,150040.0,Gilberto Dênis de Souza Leite Filho,,,,,,,,,,,0.0,2022-12-01,,Não Vigente,0040610072.000011/2022-04 (Houve aditivo),PORCENTAGEM,,,,,,,,,2024-07-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022.0,,,0.0,Análise da vida útil de inversores de frequência submetidos a surtos elétricos de alta tensão.,Clamper Indústria e Comércio S.A,,,511250.0,Gustavo Oliveira Cavalcanti,,,,,,,,,,,0.0,2022-12-14,,Não Vigente,0040610072.000010/2022-51,PORCENTAGEM,,,,,,,,,2023-11-14 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022.0,,,0.0,Desenvolver plataforma de Identificação de Prazos Trabalhistas 5.0,Neurolaw Desenvolvimento de Tecnologia Ltda.,,,120000.0,Bruno José Torres Fernandes,,,,,,,,,,,0.0,2022-12-14,,Não Vigente,0040608325.000071/2022-58,PORCENTAGEM,,,,,,,,,2023-03-13 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022.0,,,0.0,"Fase 3: ""e"" Sistemas para suporte à gestão data-driven, cujo objetivo é desenvolver um conjunto de recursos que deem transparência às condições operacionais das linhas de produção da Ball, consolidando o índice de maturidade 4, da Acatech.",Ball Beverage Can South America S.A.,,,828000.0,João Fausto Lorenzato de Oliveira,,,,,,,,,,,0.0,2022-12-28,,Não Vigente,0040608325.000043/2022-31,PORCENTAGEM,,,,,,,,,2023-12-28 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022.0,,,0.0,SECTI /2022 Nº 03/2022,SECTI,,,297028.5,Djalma Silva Guimarães Junior,,,,,,,,,,,0.0,2022-06-20,,Não Vigente,3100000007.000766/2022-90,PORCENTAGEM,,,,,,,,,2022-10-20 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2022.0,,,0.0,TCE / 2022 (1ª e 2ª fase),Tribunal de Contas do Estado (TCE),,,336840.0,Djalma Silva Guimarães Junior,,,,,,,,,,,0.0,2023-01-02,,Vigente,0040608325.000207/2022-20 0040610072.000079/2023-66,PORCENTAGEM,,,,,,,,,2026-12-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023.0,,,0.0,PAMESA DIGITAL - Fase 1: Plataforma de inteligência de manufatura aplicada à classificação de perdas em final de linha de produção e controle estatístico de processo.,Pamesa do Brasil S/A,,,200000.0,Gilberto Dênis de Souza Leite Filho,,,,,,,,,,,0.0,2023-01-01,,Não Vigente,0040610072.000006/2023-74 (Houve aditivo),PORCENTAGEM,,,,,,,,,2024-12-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023.0,,,0.0,Desenvolvimento do Projeto Campari 4.0 – Fase 3: Automação e inteligência no processo de formulação.,Campari do Brasil Ltda.,,,230000.0,Gilberto Dênis de Souza Leite Filho,,,,,,,,,,,0.0,2023-01-01,,Não Vigente,0040610072.000004/2023-85,PORCENTAGEM,,,,,,,,,2023-12-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023.0,,,0.0,Projeto CRISTALPET DIGITAL: Visibilidade e performance em processos. O objetivo deste trabalho é promover a transformação digital em 5 diferentes áreas de negócio através da implementação de soluções específicas no Plano de Trabalho.,Cristal Pet,,,587500.0,Gilberto Dênis de Souza Leite Filho,,,,,,,,,,,0.0,2023-01-01,,Não Vigente,0040610072.000012/2023-21,PORCENTAGEM,,,,,,,,,2023-12-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023.0,,,0.0,Projeto CHLORUM DIGITAL: Visibilidade e performance na indústria,Cape Igarassu Indústria e Comércio de Produtos Químicos Ltda.,,,653200.0,Gilberto Dênis de Souza Leite Filho,,,,,,,,,,,0.0,2023-01-01,,Não Vigente,0040610072.000039/2023-14,PORCENTAGEM,,,,,,,,,2023-12-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023.0,,,0.0,Expansão da rastreabilidade e avanço para índice maturidade 4 contemplando expansão do sistema de rastreabilidade de materiais para todos os SKUs da fábrica e aperfeiçoamento do sistema de gerenciamento de performance e de processo da Prensa SACMI.,Roca Sanitários Brasil Ltda.,,,290000.0,Gilberto Dênis de Souza Leite Filho,,,,,,,,,,,0.0,2023-01-01,,Não Vigente,0040610072.000003/2023-31,PORCENTAGEM,,,,,,,,,2023-11-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023.0,,,0.0,Plataforma Inteligente para  Assessoria Jurídica – 7.0,Neurolaw Desenvolvimento de Tecnologia Ltda.,,,75000.0,Bruno José Torres Fernandes,,,,,,,,,,,0.0,2023-01-16,,Não Vigente,0040610072.000009/2023-16,PORCENTAGEM,,,,,,,,,2023-04-15 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023.0,,,0.0,Realização de um programa de Residência Tecnológica de forma a contemplar apoio no desenvolvimento de projeto de inovação tecnológica junto a 16 profissionais. Residência de Ciência de Dados,Stellantis,,,179200.0,Alexandre Magno Andrade Maciel,,,,,,,,,,,0.0,2023-02-01,,Não Vigente,0040608757.000003/2023-90,PORCENTAGEM,,,,,,,,,2024-02-28 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023.0,,,0.0,Desenvolvimento de sistema de recomendação de hidrômetro e análise preditiva de perdas em redes de telemetria.,ZANELLA INFORMÁTICA LTDA,,,100000.0,Alexandre Magno Andrade Maciel,,,,,,,,,,,0.0,2023-02-01,,Não Vigente,0040610072.000043/2023-82,PORCENTAGEM,,,,,,,,,2023-06-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023.0,,,0.0,PARTÍCIPES para desenvolver projeto para utilização de smartcontracts em blockchain na Esfera Jurídica 4.0,Neurolaw Desenvolvimento de Tecnologia Ltda.,,,40875.0,Bruno José Torres Fernandes,,,,,,,,,,,0.0,2023-02-01,,Não Vigente,0040608325.000186/2022-42,PORCENTAGEM,,,,,,,,,2023-04-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023.0,,,0.0,Desenvolver plataforma de Identificação de Prazos Trabalhistas  6.0,Neurolaw Desenvolvimento de Tecnologia Ltda.,,,120000.0,Bruno José Torres Fernandes,,,,,,,,,,,0.0,2023-03-01,,Não Vigente,0040610072.000046/2023-16,PORCENTAGEM,,,,,,,,,2023-06-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023.0,,,0.0,Desenvolvimento de um Sistema Automatizado para Controle de Estoque e apoio à RPA,PowerPC Comércio  de Equipamentos de Informática Ltda.,,,320678.59,João Fausto Lorenzato de Oliveira,,,,,,,,,,,0.0,2023-04-01,,Não Vigente,0040610072.000054/2023-62,PORCENTAGEM,,,,,,,,,2023-09-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023.0,,,0.0,Utilização de smart contracts em blockchain na esfera jurídica 5.0,Neurolaw Desenvolvimento de Tecnologia Ltda.,,,40875.0,Bruno José Torres Fernandes,,,,,,,,,,,0.0,2023-05-02,,Não Vigente,0040608325.000186/2022-42,PORCENTAGEM,,,,,,,,,2023-07-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023.0,,,0.0,Plataforma Inteligente para  Assessoria Jurídica – 8.0,Neurolaw Desenvolvimento de Tecnologia Ltda.,,,75000.0,Bruno José Torres Fernandes,,,,,,,,,,,0.0,2023-04-16,,Não Vigente,0040610072.000053/2023-18,PORCENTAGEM,,,,,,,,,2023-07-15 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023.0,,,0.0,"Pesquisa, inovação e desenvolvimento tecnológico na construção de edifícios.",ADEMI-PE,,,34200.0,Alberto Casado Lordsleem Júnior,,,,,,,,,,,0.0,2023-05-19,,Não Vigente,0040608325.000057/2022-54,PORCENTAGEM,,,,,,,,,2024-05-19 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023.0,,,0.0,Redução da perda de bordo na fabricação de Vidros planos,Companhia Brasileira de Vidros Planos - CBVP - VIVIX,,,100000.0,Diego José Rátiva Millán,,,,,,,,,,,0.0,2023-05-31,,Não Vigente,0040610072.000062/2023-17,PORCENTAGEM,,,,,,,,,2024-02-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023.0,,,0.0,Construção do CFD do Forno-1 Vivix,Companhia Brasileira de Vidros Planos - CBVP - VIVIX,,,80000.0,Diego José Rátiva Millán,,,,,,,,,,,0.0,2023-05-31,,Não Vigente,0040610072.000063/2023-53,PORCENTAGEM,,,,,,,,,2024-02-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023.0,,,0.0,Desenvolvimento tecnológico e inovação das vedações verticais de edificação de múltiplos pavimentos,Madeira de Lei Desenvolvimento IMOBILIÁRIO SOCIEDADE UNIPESSOAL LTDA,,,9904.5,Alberto Casado Lordsleem Júnior,,,,,,,,,,,0.0,2023-06-01,,Não Vigente,0040610072.000070/2023-55,PORCENTAGEM,,,,,,,,,2023-12-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023.0,,,0.0,Identificação de prazos trabalhistas 7.0,Neurolaw Desenvolvimento de Tecnologia Ltda.,,,62250.0,Bruno José Torres Fernandes,,,,,,,,,,,0.0,2023-06-14,,Não Vigente,0040610072.000046/2023-16,PORCENTAGEM,,,,,,,,,2023-09-13 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023.0,,,0.0,Explicabilidade e Interpretabilidade de Modelos de Aprendizado de Máquina Profundo para Aplicações em Saúde,Fundação para Inovações Tecnológicas - FITec,,,22035.72,Carmelo José Albanez Bastos Filho,,,,,,,,,,,0.0,2023-07-01,,Vigente,0040610072.000058/2023-41,PORCENTAGEM,,,,,,,,,2027-07-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023.0,,,0.0,Forno-1 VIVIX via gêmeos digitais,Companhia Brasileira de Vidros Planos - CBVP - VIVIX,,,50000.0,Diego José Rátiva Millán,,,,,,,,,,,0.0,2023-07-01,,Não Vigente,0040610072.000075/2023-88,PORCENTAGEM,,,,,,,,,2024-02-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023.0,,,0.0,Formação de bolhas na fabricação de vidros planos,Companhia Brasileira de Vidros Planos - CBVP - VIVIX,,,150000.0,Luis Arturo Gómez Malagón,,,,,,,,,,,0.0,2023-07-01,,Não Vigente,0040610072.000074/2023-33,PORCENTAGEM,,,,,,,,,2024-02-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023.0,,,0.0,Plataforma Inteligente para Assessoria Jurídica 9.0,Neurolaw Desenvolvimento de Tecnologia Ltda.,,,75000.0,Bruno José Torres Fernandes,,,,,,,,,,,0.0,2023-07-25,,Não Vigente,0040610072.000053/2023-18,PORCENTAGEM,,,,,,,,,2023-10-15 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023.0,,,0.0,Utilização de smart contracts em blockchain na Esfera Jurídica 6.0,Neurolaw Desenvolvimento de Tecnologia Ltda.,,,46935.0,Bruno José Torres Fernandes,,,,,,,,,,,0.0,2023-07-26,,Não Vigente,0040608325.000186/2022-42,PORCENTAGEM,,,,,,,,,2023-10-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023.0,,,0.0,"Agentes de IA para Moderação, Relatoria e Acompanhamento de Reuniões Virtuais",FML Clínica Médica,,,28000.0,Bruno José Torres Fernandes,,,,,,,,,,,0.0,2023-09-18,,Não Vigente,0040610072.000080/2023-91,PORCENTAGEM,,,,,,,,,2023-11-17 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023.0,,,0.0,Identificação de prazos trabalhistas 8.0,Neurolaw Desenvolvimento de Tecnologia Ltda.,,,62250.0,Bruno José Torres Fernandes,,,,,,,,,,,0.0,2023-09-14,,Não Vigente,0040610072.000046/2023-16,PORCENTAGEM,,,,,,,,,2023-12-13 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023.0,,,0.0,Plataforma digital para o desenvolvimento de cidades inteligentes e sustentáveis,Prefeitura de Cabrobó,,,161647.06,Márcia Rejane Oliveira Barros Carvalho Macedo,,,,,,,,,,,0.0,2023-10-01,,Não Vigente,0040610072.000088/2023-57,PORCENTAGEM,,,,,,,,,2025-09-05 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023.0,,,0.0,Desenvolvimento de um ambiente de pesquisa e inovação de processos de negócio Vision One.,Vision One,,,45000.0,HÍGOR RICARDO MONTEIRO SANTOS,,,,,,,,,,,0.0,2023-11-01,,Não Vigente,0040610072.000094/2023-12,PORCENTAGEM,,,,,,,,,2024-04-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023.0,,,0.0,Assessoria Jurídica 10.0,Neurolaw Desenvolvimento de Tecnologia Ltda.,,,75000.0,Bruno José Torres Fernandes,,,,,,,,,,,0.0,2023-10-10,,Não Vigente,0040610072.000053/2023-18,PORCENTAGEM,,,,,,,,,2023-01-15 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023.0,,,0.0,Smart contracts em blockchain na esfera jurídica 7.0,Neurolaw Desenvolvimento de Tecnologia Ltda.,,,46935.0,Bruno José Torres Fernandes,,,,,,,,,,,0.0,2023-11-01,,Não Vigente,0040608325.000186/2022-42,PORCENTAGEM,,,,,,,,,2024-01-31 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023.0,,,0.0,RecFace 1,Pumatronix Equipamentos Eletrônicos Ltda.,,,300000.0,Alexandre Magno Andrade Maciel,,,,,,,,,,,0.0,2023-11-01,,Não Vigente,0040610072.000104/2023-10,PORCENTAGEM,,,,,,,,,2024-06-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023.0,,,0.0,Gestão de Segurança do Trabalho em Obras de Construção através de indicadores de segurança - Estudo em construções verticais,UPE-POLI/IAUPE,,,34000.0,Eliane Lago,,,,,,,,,,,0.0,2023-11-01,,Não Vigente,0040610072.000099/2023-37,PORCENTAGEM,,,,,,,,,2023-05-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
2023.0,,,0.0,"Desenvolvimento de sistema de gestão, composto por um aplicativo mobile (App) e um ambiente web, integrados, para promover a interação entre a população e o gestor municipal.",Prefeitura de Vitória de Santo Antão,,,311250.0,Márcia Rejane Oliveira Barros Carvalho Macedo,,,,,,,,,,,0.0,2023-10-01,,Não Vigente,0040610072.000118/2023-25,PORCENTAGEM,,,,,,,,,2025-10-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,
